quizzes, solutions
020049000087060003690000018074053100003008700509120004000000009048270630100000205,321849567487561923695732418874653192213498756569127384752316849948275631136984275
406007010300050002001908056002005400605010800800460093070003280000820109090000004,456237918389156742721948356932785461645319827817462593174693285563824179298571634
080004050003190006260000190040200700310400605005008009706000020500037008100920400,981764352453192876267583194849256731312479685675318249796841523524637918138925467
002304700090860200000000051030007400526000970004530082600085000089100040007046190,812354769795861234463792851938627415526418973174539682641985327289173546357246198
607090020000000901900208003058720000000003100103965074206080015040570600300400080,637194528582637941914258763458721396769843152123965874276389415841572639395416287
290003000000090310410200500075000100300650270008430009001006405060072080080100060,297513846856794312413268597675829134349651278128437659731986425564372981982145763
291070000003800704000510000000400005080060907370000246400059800560120000700008023,291374658653892714847516392926437185184265937375981246432759861568123479719648523
290400000030006590405081006000842000700060003801070960020030100900007005013500208,296453817138726594475981326369842751752169483841375962527638149984217635613594278
170050000004000053008914600201005008007009065300080901600072090009603007045800020,172356489964728153538914672291465738487139265356287941613572894829643517745891326
005103028024000600000904300400000900260370080080050017109000050000201730600008009,795163428324785691816924375457812963261379584983456217139647852548291736672538149
400005170900804006502090080701026000050300007009001050000670042083000091204900300,438265179917834526562197483741526938856349217329781654195673842683452791274918365
590030002007040600004095830402900006010050080800001057900006003105420900203800070,591638742387142695624795831452987316716354289839261457948576123175423968263819574
000000032000157004650800900003004629067000100549200083900006201700003050081700000,178649532392157864654832917813574629267398145549261783935486271726913458481725396
060837400900000000075600001703008090010240860620019000000302080050001926400070500,261837459934125678875694231743568192519243867628719345196352784357481926482976513
802903560005100000340008000000006403100082000096004050270000000609070231051000608,812943567965127384347658129528796413134582796796314852273861945689475231451239678
000849000207300001050002064009708000486010002100000503600000720000906005003000049,361849257247365891958172364539728416486513972172694583695431728724986135813257649
001450000906020007050030180063082070280709006004010050500300801000070904302001000,821457693936128547457936182163582479285749316794613258579364821618275934342891765
100086940020030000070010005035040082600590010200000006008007600040003850501820309,153286947429735168876419235935641782687592413214378596398157624742963851561824379
506040800001300049090007600200709500080020006003610400040001008000003195700050320,536942817871365249492187653264739581187524936953618472345291768628473195719856324
000008510853001002690300070400005187000060000002070430200910000940000600080027050,724698513853741962691352874469235187378164295512879436235916748947583621186427359
380706000005030061074109050209600475030000008007410900090205604060908300000000002,381756249925834761674129853219683475436597128857412936193275684562948317748361592
000000007009203150610800940870504090300006420205001060003070002400035600007900800,534619287789243156612857943876524391391786425245391768963478512428135679157962834
900803400701020039000000251620108005003070080140035070300940600000007000489602000,952813467761524839834769251627198345593476182148235976375941628216387594489652713
980000100200000003064105020700000090023040065000620470010056007009004008005971006,987362154251497683364185729746518392123749865598623471412856937679234518835971246
050603010109407002002190500006000027040015000983006000070000180021900760000080043,758623914169457832432198576516849327247315698983276451374562189821934765695781243
080003600300800025579001080400030501090142700000060000802000470006094003000507210,281453697364879125579621384427938561695142738138765942852316479716294853943587216
102080906000300012907051400004700000003090501850026004090640030700010020006008009,132487956485369712967251483614735298273894561859126374591642837748913625326578149
004100800850709200370200604080097000700080009560420003100635002090000005000000410,924163857856749231371258694483597126712386549569421783148635972297814365635972418
040306900503490100100807002000061340080000069407900050010628000809000007032500000,248316975573492186196857432925761348381245769467983251714628593859134627632579814
050302710080100090000007403300060020007408900009005004160040080000010005804509076,456392718783154692291687453348961527527438961619275834165743289972816345834529176
003060050704109080098002061600030409170000000005700000820010003056420000940000805,213867954764159382598342761682531479179284536435796218827915643356428197941673825
050703026900200400040009170437605800890010005210900000000080092300000080500302761,158743926973261458642859173437625819896417235215938647761584392329176584584392761
080050940003002010700130502004708060950010008100000030030500206402070000010309870,281657943543982617769134582324798165956413728178265439837541296492876351615329874
000000034801074026609100050007930600506080040002000785058002000020400091100309000,275896134831574926649123857487935612516287349392641785958712463723468591164359278
041060302007000506030804070000000405008709000300201090064908027020000830070010009,941567382287193546635824971792386415418759263356241798564938127129675834873412659
090007300010065009030200008006020590000013400009450007080000140475001080200030005,692187354814365729537249618346728591758913462129456837983572146475691283261834975
000000080020457001306200009080079000164805700500006100730600050009002300842030070,415963287928457631376218549283179465164825793597346128731694852659782314842531976
104000080037000906650030024700200100090007600080905002900506000400008007068700503,124679385837452916659831724746283159592147638381965472973526841415398267268714593
500030260002400010804025000400000007020058090150649000070300006010072903003001078,591837264732496815864125739489213657326758491157649382975384126618572943243961578
400000800060051040059230700030070650000089023100060400600300001208005069007020000,421697835763851942859234716934172658576489123182563497695348271248715369317926584
000207000089300400105080326040009001002600090500000608000510807700430002601090530,463257189289361475175984326346879251812645793597123648934512867758436912621798534
020005703400000069070130500009003601700080000015240000007502400146090070030000018,921465783453827169678139524289753641764981352315246897897512436146398275532674918
100708900900030410036040200080405007090021060005000020007000050624090003800300000,142758936978632415536149278281465397793821564465973821317284659624597183859316742
090600000000279360800040200200060034070901005180004090007500800030000017415038000,792683451541279368863145279259867134374921685186354792927516843638492517415738926
040308079000000000905016048020070900706500014830049020680120000010780503000003200,142358679368497152975216348524871936796532814831649725683125497219784563457963281
040062050002870030300904100003020019059180024800000300000600708604007000900500061,148362957592871436376954182463725819759183624821496375215639748684217593937548261
000000750500043080203701000700604002408009500039000010902508007010020930060100004,194862753576943281283751649751684392428319576639275418942538167817426935365197824
000104006560009180008200003090000060040508270071030409100000042350820900006701000,739184526562379184418265793295417368643598271871632459187953642354826917926741835
500000020209050371108079000020000810700001000050300409000702096000068003047913005,574136928269854371138279654423695817796481532851327469385742196912568743647913285
030600901700030400008092070000003028216800005005000190500070063800201007604050200,432687951769135482158492376947513628216849735385726194521974863893261547674358219
460030002005009007030051000180700003000904105600000080700028039090406020008003570,461837952825649317937251648184765293372984165659312784716528439593476821248193576
046001305000004791807900400075400000030590800000020016300080900020030040581700020,946271385253864791817953462675418239132596874498327516364182957729635148581749623
051000700900004250080076001000008003000760000206190070390080040004001500160205908,651329784973814256482576391719458623538762419246193875395687142824931567167245938
406038005210970006000500410008000702650400090390001008004009280900603000723000100,476138925215974836839562417148396752652487391397251648564719283981623574723845169
000000019008402600297300080340007920012500007006008100700004056039100040000753800,463875219158492673297361584345617928812539467976248135781924356539186742624753891
950008147000600320008000690007000002010049800630020050502300070400156000083070004,956238147741695328328417695897563412215749836634821759562384971479156283183972564
000563009400021070006700180009308054508004016701000900072000300600090502150006000,817563429495821673326749185269318754538974216741652938972485361683197542154236897
034062910096500020200001000003010000800023000710000054600090078005000490040008106,534862917196547823278931645463715289859423761712689354621394578385176492947258136
700430081002908307006000500004370010300005824500009000900200050203107090048000600,795436281412958367836721549684372915379615824521849736967284153253167498148593672
000060005070903010013042006000009000568000103020030607704001200900700804230490050,492167385675983412813542976347619528568274193129835647784351269951726834236498751
030910000460007580002065003004802605501090740000000000850304090000700002007109030,735918264469237581182465973394872615521693748678541329856324197913786452247159836
520003100074020006900000800635008000010400030840015002001902705007060001006780900,528643197174829356963157824635278419712496538849315672481932765397564281256781943
000100280090064000002000506040609030001500008905031070260080001700000452004970000,476153289598264317312798546847629135631547928925831674263485791789316452154972863
041309005000000070030806004500000001024080009870500032007900010309120040205704060,641379825958412376732856194593247681124683759876591432487965213369128547215734968
018000002000600980050302400306400000020000504900018760003006007087904200400850010,718549632234671985659382471376495128821763594945218763593126847187934256462857319
109500020007090030000206104640052001905367800000004009500000400200601080000480067,169543728427198536853276194648952371915367842732814659586729413274631985391485267
000008290024007108150060000700453010001009007305000600009020030460010029800304006,637148295924537168158962743786453912241689357395271684579826431463715829812394576
000350204410906800805000790000007100903604000056020403091280000600005380007001002,769358214412976835835142796248537169973614528156829473591283647624795381387461952
042005109806009304530040007000000480007960002001482070000700600300010208905300000,742835169816279354539641827293157486487963512651482973128794635374516298965328741
020046309000001780040890610001009000380000047690050800430670005007520000800000003,128746359569231784743895612271489536385162947694357821432678195917523468856914273
003001702047009831200000095006540080590010000800003026000020917300060000005708400,953681742647259831281437695736542189592816374814973526468325917379164258125798463
250090300098000070340280001080302050009007000610000007000104093001070846000960205,256791384198436572347285961784312659539647128612859437865124793921573846473968215
000001600540000080001502009390400000200063047100708002705910360080250090006030054,879341625542679183631582479397425816258163947164798532725914368483256791916837254
040007810780603900002090500500700063000180092200009408006904070003000045010026000,349257816785613924162498537598742163634185792271369458856934271923871645417526389
020040670090000503075006028900750304308900000000104000006023040081000205000015780,823541679694287513175396428912758364348962157567134892756823941481679235239415786
060000243004570091002000000100407050003026000496803007070030014680040900300018005,567981243834572691912364578128497356753126489496853127275639814681745932349218765
000007002098002500506000310030000009000105078207408600100803700002040096005029140,413657982798312564526984317831276459964135278257498631149863725372541896685729143
000050009500240007000739010892001040004020630700000000420093800301500060060004050,673158429519246387248739516892361745154927638736485192425693871381572964967814253
085000040004070069000300700006107504009086001300050020067018030500062908210400050,785629143134875269692341785826137594459286371371954826967518432543762918218493657
670000482300000000010408005289040070000001230001600508090005600706300009050902701,675139482348256917912478365289543176567891234431627598194785623726314859853962741
060805073304000021001040009040700560900080004030120000002400130870690000006052090,269815473354967821781243659148739562927586314635124987592478136873691245416352798
000609052050012003400370600702080010045000900603400005039000200080900406100038070,378649152956812743421375698792586314845123967613497825539764281287951436164238579
100500934000700085008092100946070020201300050000008001002001090000600342573000600,127586934694713285358492176946175823281364759735928461462831597819657342573249618
021700040060000008809243000050409310007320509000001007900000020014600035200580700,521768943463915278879243156658479312147326589392851467985137624714692835236584791
408010200057000003130020804900105000000009401704230080009380167003000000000964052,498613275257498613136527894982145736365879421714236589549382167623751948871964352
006015800380002400070603090600000000200309070430700200001096005002800710890000004,926415837385972461174683592617528943258349176439761258741296385562834719893157624
007040602321000009096005700200056003008700500604210000005038010703000094840900000,587149632321687459496325781279856143138794526654213978965438217713562894842971365
049002060000900000753010009500047800092000405007600130300008620000065001810403007,149532768268974513753816249531247896692381475487659132375198624924765381816423957
090207000860134000204050000300608700070020810102095046009060504000301027000000080,591287463867134259234956178345618792976423815182795346719862534658341927423579681
006401290089000031400009700002905860170300020000080003020000670000508900501076004,756431298289657431413829756342915867178364529965782143824193675637548912591276384
708000005030091004050400263084320100502806007001000020010003590060040030900760000,748632915236591874159478263684327159592816347371954628417283596865149732923765481
070800409920000506005120000837000250200050003094010008100682704000000100600900030,371865429928347516465129387837496251216758943594213678153682794789534162642971835
019030000006570032000900618300600070000057400840200000024008790090400360005060800,219836547486571932573942618351684279962157483847293156624318795798425361135769824
030050087104008003050400120000000600518003700070004019700080004241900000006700950,932156487164278593857439126429817635518693742673524819795381264241965378386742951
000086001070040080003902540401003720000000406602100038090050004506031070700809200,245786391179345682863912547481693725937528416652174938398257164526431879714869253
002905000034000819670003040790020005000600100286051300000084203100000080000239670,812945736534762819679813542791328465345697128286451397967184253123576984458239671
859000200034080056206400130500700009000910003001050760002060080408170000700003020,859631274134287956276495138543726819627918543981354762312569487468172395795843621
900040080006320500400706013700098060390050007020100050074030096510000040800002000,937541682186329574452786913745298361391654827628173459274835196513967248869412735
010020074620700803050000900049001006508060410100803000280300500000600039006075200,913528674624719853857436921749251386538967412162843795281394567475682139396175248
000620004040000380917040050020790400100008007069500003008350690000407508036002000,385629174642175389917843256823796415154238967769514823478351692291467538536982741
070065904008900170603004200400630520000100009360072000000000000207081003010057480,172865934548923176693714258481639527725148369369572841834296715257481693916357482
138600090069010047405200000006009274000050003000107980000000008802040301753020000,138674592269513847475298136516389274987452613324167985641935728892746351753821469
001030000069000703800600240003950016420100900000700800090200650000078004170509020,241837569569421783837695241783952416426183975915746832398214657652378194174569328
700090856000180002405027000102900040560004010907006030000000381009052700603000500,721493856396185472485627193132978645568234917947516238254769381819352764673841529
080150000306000050901070008800000004003704509200391000500900432009000007170006080,784152693326849751951673248897265314613784529245391876568917432439528167172436985
002060000750001940096500820100000304900200010078040050560080103300600090040079008,812964735753821946496537821125796384934258617678143259569482173387615492241379568
806710000050400090004500728000620000000000870310000604907040230201095000465030001,826719543753482196194563728578624319649351872312978654987146235231895467465237981
500000469081000020000657030005009012064080007020010800048003500007490006200001390,573128469681934725492657138835749612164382957729516843948263571317495286256871394
901000083500000007032780160010030690006200004820409070003020010050196400000054000,971642583568913247432785169714538692396271854825469371643827915257196438189354726
910007048083600705500018000708140500002080000090050306070020100064370900000005030,916537248283694715547218693738146529652983471491752386375829164864371952129465837
600703500052040080040209610190000000060800700304100098001072360000506029000030004,619783542752641983843259617198327456265894731374165298981472365437516829526938174
000260905052400080900001760708000010090670320320504009503000000401389007000000608,817263945652497183934851762748932516195678324326514879583726491461389257279145638
265000009070803000804050600007032105500010893001040060000001030916007400020605700,265174389179863524834259671687932145542716893391548267758421936916387452423695718
040000005205380040030001029000900670100573000093046080006007450000800900084025100,849762315215389746637451829452918673168573294793246581326197458571834962984625137
005804031200500800000070200080000450942003007006100009493200000100005740020081600,675824931239516874814379265381792456942653187756148329493267518168935742527481693
730049820005106900021807060460000000300900100080253090000000500208000046090671030,736549821845126973921837465469718352352964187187253694673482519218395746594671238
000004803008027105120806000072190400609000300000000057560300094001050000980600070,796514823438927165125836749372195486659478312814263957567381294241759638983642571
009705013000000002000640780046107908300400057008920160800001095703006400010030000,429785613687319542135642789246157938391468257578923164864271395753896421912534876
200000400010927060009801070003290657040000000905300080607030291400060530800000000,278653419314927865569841372183294657746185923925376184657438291491762538832519746
570062080000030601800009004920003010013000000604570000108040902052300078000008506,571462389249837651836159724925683417713924865684571293168745932452396178397218546
100000094470030600000068300000000100800907060309040507560000008902071030740682010,136725894478139652295468371627853149854917263319246587561394728982571436743682915
000719005000000930800030410001000086650302000024001070100007009307200640095060008,243719865516428937879536412731954286658372194924681573162847359387295641495163728
300097014091030060000200005040680102026000800907040030009378000402560007010000050,365897214291435768874216395543689172126753849987142536659378421432561987718924653
030090002010800600000040980090700140650084003400105000023506008000020057740010090,834691572219857634567243981398762145651984723472135869923576418186429357745318296
008003061560002004041800097210500070703040800000036009070100930400090000080357040,928473561567912384341865297216589473793241856854736129675124938432698715189357642
001048700900050001086100090200700015070006902100590400427300800000005260030089000,351948726942657381786123594298734615574816932163592478427361859819475263635289147
030571900090000002005026081002009008701300650940080000850000040600450723000067000,238571964196834572475926381562719438781342659943685217857293146619458723324167895
050860700002700001000000456100004372070609800803020090000013009090200530006058040,954861723632745981718392456169584372275639814843127695587413269491276538326958147
810000093004050006003028700900030078200100004005047000307002400000080605501006230,812674593794351826653928741946235178278169354135847962367512489429783615581496237
080006004100085390970200080060500003200704008509100600408090005002340009603000200,385976124126485397974213586867529413231764958549138672418692735752341869693857241
240000600005801000370000051004009000060100309030025170900037506080002017006900003,241753698695841732378296451124379865567184329839625174912437586483562917756918243
524007000006508970900300000010940800007000500050013602400806003080001490200070105,524197368136528974978364251612945837347682519859713642491856723785231496263479185
709083010000075020300000900006000800903014007501000360005390786000802094600057000,769283415814975623352146978276539841983614257541728369425391786137862594698457132
900307560080060000000205043860400052009023107070809030032500090600000410050010008,924387561385164279716295843863471952549623187271859634132548796698732415457916328
030700208100000063205304090070590800008072601401000500006000900002860740050200010,934716258187925463265384197673591824598472631421638579746153982312869745859247316
409072051001000007080350000040507012000090306200010700003000009007429060010006028,439672851561948237782351694348567912175294386296813745623185479857429163914736528
058709000030250009201380400000840502700000030589000006004002010063500900000061078,458719263637254189291386457316847592742695831589123746874932615163578924925461378
500090037400002901670100000805030046001000250030074000060007509100049000028310600,512496837483752961679183425895231746741968253236574198364827519157649382928315674
100040305030002049090065000300410700005609080821003000602000971008000504040070200,186947325537182649294365817369418752475629183821753496652834971718296534943571268
145600002900010005007480009700000396024031507890000000000860020012503060008007004,145679832986312475237485619751248396624931587893756241579864123412593768368127954
600000000100004209007015300500003602083600140060208007048020003000079500002381490,694732851135864279827915364579143682283697145461258937948526713316479528752381496
008410003700000902930002068400005091351078600070000000000560000860300450007020010,628419573715683942934752168486235791351978624279146835143567289862391457597824316
000100705070600280009008010680297100000003000935480000003700004160040390408006500,846129735371654289259378416684297153712563948935481627593712864167845392428936571
600201009452000700100060308500723000084056010007008000296010053000005000000400980,638271549452389761179564328561723894384956217927148635296817453843695172715432986
050030900008002170097040082100000860030290007745006000002100054680007390000400020,251738946468952173397641582129374865836295417745816239972183654684527391513469728
000047009090200005100000370008500900460002107910064020350006008007091040000800230,532147689796238415184659372278513964463982157915764823351426798827391546649875231
086200900500704000010060023350800107000409030000051086108900670090035240040000000,786213954523794861419568723354826197861479532972351486138942675697135248245687319
050026080010900053900450007700090460482301000006008000063800190045000730000502000,357126984614987253928453617731295468482361579596748321263874195845619732179532846
410205000860031004200900710002607190390050000000000452005004208600000300004800970,417265839869731524253948716542687193391452687786193452975314268628579341134826975
120004500603081040078096030002005007000420018040073000090308064806000075510900000,129734586653281749478596231382615497765429318941873652297358164836142975514967823
630407000802000091007020300051080204000304009406000530003106402900800067105700000,639417825842563791517928346351689274278354619496271538783196452924835167165742983
095200830100069070207050004700400210000008300900310046040070680362500000000001005,695247831134869572287153964753496218416728359928315746541972683362584197879631425
060580037000009000507041209042610000030800050009037800305020480090000006420070300,964582137213769548587341269842615973731894652659237814375926481198453726426178395
003062700700009006004800190920004300041035000006000008007093500610500004509200001,193462785758319246264857193925684317841735629376921458487193562612578934539246871
902005400047900051080300069014800300000609007005002100070040005020061708003000020,962185473347926851581374269614857392238619547795432186876243915429561738153798624
000010080302047050900300607005700060400050002807064010000008500060420930513900400,674519283382647159951382647125793864436851792897264315249138576768425931513976428
800043090975000060603050802000107009002860000006000583400001250000980100030020047,821643795975218364643759812584137629392865471716492583469371258257984136138526947
960000040008170502200500003100000308003040920502860000850007006040020070006389001,965238147438176592217594683174952368683741925592863714859417236341625879726389451
000004603004070008261503000006090030500108904030726080000301070800000125907050000,798214653354679218261583497186495732572138964439726581625341879843967125917852346
004708061150020040027400003000000495083090007070106800008004020609300070000510300,394758261156923748827461953261837495483295617975146832538674129619382574742519386
700530200060900008584000390200097541000003080406020070097040000040010036003005010,719538264362974158584162397238697541971453682456821973197346825845219736623785419
007094003080000100200108075700000600609200048000910002902750084031082060400300050,157694823384527196296138475723845619619273548845916732962751384531482967478369251
700300410390501000200786500004600000510000030000050087008107260060090708920004000,785329416396541872241786593874613925512978634639452187458137269163295748927864351
093070005100000000027160804400023000260900040001500089000407050038002090900031607,893274165146385972527169834489723516265918743371546289612497358738652491954831627
000800100000020369240091007120605090007040005003070010600087900090503024058200003,379856142815724369246391587124635798967148235583972416632487951791563824458219673
070104063009680500002005018000043000014800027700910050300000005060070109820030400,578124963139687542642395718256743891914856327783912654397461285465278139821539476
360270001010000000090406005050107034002050079000048060020380046078090200100000050,365279481214835697897416325956127834482653179731948562529381746678594213143762958
051906020007385000906200040000430102000059000080100703600027900405000001390610800,851946327247385619936271548769438152123759486584162793618527934475893261392614875
000420908000007160083050000010200004800903702400806050900000000752030000630590401,576421938294387165183659247319275684865943712427816359941768523752134896638592471
105008020360000800070631009000104500490706300006020007053002000608090000900800715,145978623369245871872631459237184596491756382586329147753412968618597234924863715
000020790080936010051000020070094000002000630408250001000000800040371009326040050,634125798287936415951487326173694582592718634468253971719562843845371269326849157
003095042200607000015084090000000038087500000059020061068370900000400206040910050,873195642294637185615284397126749538387561429459823761568372914931458276742916853
500067010013000069006008004000010290490070005082300400200490000005006032709501008,524967813813245769976138524357814296491672385682359471268493157145786932739521648
009607100051900603000003280700200090816050300000304008430100005067000420025090000,389627154251948673674513289743281596816759342592364718438172965967835421125496837
604800000580091700000200014360500920000017060007030100900145082020000570006008003,614873259582491736739256814361584927245917368897632145973145682428369571156728493
600704009001000470073500280902361000000092030006007008200000050048030700500040193,625784319891623475473519286982361547754892631316457928239176854148935762567248193
000100060053740210801002090008020106067003500400900800000600004530090007976480000,729158463653749218841362795398524176267813549415976832182637954534291687976485321
073810490000009803090370002004007021015900600260050000020106000008000014730040908,573812496142569873896374152984637521315928647267451389429186735658793214731245968
096050000280601090030000010907306082003074000800020007000090156000037200410002078,196753824285641793734289615947316582523874961861925437372498156658137249419562378
000304008007006015580010020068002000043090700290180600001960000300000059000573004,612354978937826415584719326768432591143695782295187643451968237376241859829573164
607000020010040050084003906050008000000060075143050009030017080908005037200030004,697581423312649758584273916756398241829164375143752869435917682968425137271836594
005800029400060000380021400002400600000700154500080070700050030000910806960003005,615874329427369581389521467172435698836792154594186273741658932253917846968243715
800005000702000005009031842001902300080100204090450680006040513500009070003070000,814625739732894165659731842461982357385167294297453681976248513528319476143576928
800005300700000290093700050106004528500360009040020103305049000600000470008007001,864295317751483296293716854136974528582361749947528163375149682619832475428657931
003806007060004030520010094086700052270060309050480000000091000040003860010200070,493856127761924538528317694186739452274165389359482716837691245942573861615248973
020060070900020510050901080000100003460070051300004090096200000730458200080000700,123865974948723516657941382875196423469372851312584697596237148731458269284619735
000020500054800702300046100008730610000209008006100093001970800403000050972008060,819327546654891732327546189298734615135269478746185293561973824483612957972458361
010300804708004920003502070590208007004000630307100009000000001409070065000060398,612397854758614923943582176596238417184759632327146589865923741439871265271465398
